Driver,Team,Compound,TyreLife,Position,LapTimeSeconds,Year,Round
ALB,Williams,HARD,22.0,18.0,77.075,2024,10
ALB,Williams,HARD,23.0,19.0,82.178,2024,10
HUL,Kick Sauber,MEDIUM,1.0,9.0,87.961,2024,10
HUL,Kick Sauber,MEDIUM,2.0,9.0,77.872,2024,10
HUL,Kick Sauber,MEDIUM,3.0,9.0,77.854,2024,10
HUL,Kick Sauber,MEDIUM,4.0,9.0,77.895,2024,10
HUL,Kick Sauber,MEDIUM,5.0,9.0,77.345,2024,10
HUL,Kick Sauber,MEDIUM,6.0,9.0,77.295,2024,10
HUL,Kick Sauber,MEDIUM,7.0,9.0,76.987,2024,10
HUL,Kick Sauber,MEDIUM,8.0,9.0,77.35,2024,10
HUL,Kick Sauber,MEDIUM,9.0,9.0,77.046,2024,10
HUL,Kick Sauber,MEDIUM,10.0,9.0,77.232,2024,10
HUL,Kick Sauber,MEDIUM,11.0,9.0,77.513,2024,10
HUL,Kick Sauber,MEDIUM,12.0,8.0,77.137,2024,10
HUL,Kick Sauber,MEDIUM,13.0,8.0,77.234,2024,10
HUL,Kick Sauber,MEDIUM,14.0,7.0,77.737,2024,10
HUL,Kick Sauber,MEDIUM,15.0,6.0,77.939,2024,10
HUL,Kick Sauber,MEDIUM,16.0,5.0,78.142,2024,10
HUL,Kick Sauber,MEDIUM,17.0,6.0,78.208,2024,10
HUL,Kick Sauber,MEDIUM,18.0,7.0,78.54,2024,10
HUL,Kick Sauber,MEDIUM,19.0,17.0,94.418,2024,10
HUL,Kick Sauber,HARD,1.0,17.0,80.241,2024,10
HUL,Kick Sauber,HARD,2.0,17.0,77.437,2024,10
HUL,Kick Sauber,HARD,3.0,17.0,77.743,2024,10
HUL,Kick Sauber,HARD,4.0,16.0,77.576,2024,10
HUL,Kick Sauber,HARD,5.0,15.0,77.186,2024,10
HUL,Kick Sauber,HARD,6.0,15.0,77.358,2024,10
HUL,Kick Sauber,HARD,7.0,15.0,77.459,2024,10
HUL,Kick Sauber,HARD,8.0,15.0,77.465,2024,10
HUL,Kick Sauber,HARD,9.0,15.0,77.289,2024,10
HUL,Kick Sauber,HARD,10.0,15.0,77.298,2024,10
HUL,Kick Sauber,HARD,11.0,15.0,77.053,2024,10
HUL,Kick Sauber,HARD,12.0,15.0,77.503,2024,10
HUL,Kick Sauber,HARD,13.0,15.0,77.839,2024,10
HUL,Kick Sauber,HARD,14.0,15.0,77.416,2024,10
HUL,Kick Sauber,HARD,15.0,14.0,77.128,2024,10
HUL,Kick Sauber,HARD,16.0,13.0,77.067,2024,10
HUL,Kick Sauber,HARD,17.0,13.0,76.421,2024,10
HUL,Kick Sauber,HARD,18.0,12.0,77.137,2024,10
HUL,Kick Sauber,HARD,19.0,12.0,76.677,2024,10
HUL,Kick Sauber,HARD,20.0,12.0,76.824,2024,10
HUL,Kick Sauber,HARD,21.0,12.0,76.536,2024,10
HUL,Kick Sauber,HARD,22.0,12.0,76.338,2024,10
HUL,Kick Sauber,HARD,23.0,12.0,76.226,2024,10
HUL,Kick Sauber,HARD,24.0,12.0,76.175,2024,10
HUL,Kick Sauber,HARD,25.0,12.0,76.389,2024,10
HUL,Kick Sauber,HARD,26.0,12.0,76.477,2024,10
HUL,Kick Sauber,HARD,27.0,12.0,76.304,2024,10
HUL,Kick Sauber,HARD,28.0,12.0,77.141,2024,10
HUL,Kick Sauber,HARD,29.0,11.0,75.869,2024,10
HUL,Kick Sauber,HARD,30.0,11.0,75.799,2024,10
HUL,Kick Sauber,HARD,31.0,10.0,75.96,2024,10
HUL,Kick Sauber,HARD,32.0,10.0,75.978,2024,10
HUL,Kick Sauber,HARD,33.0,10.0,75.891,2024,10
HUL,Kick Sauber,HARD,34.0,10.0,75.669,2024,10
HUL,Kick Sauber,HARD,35.0,10.0,76.574,2024,10
HUL,Kick Sauber,HARD,36.0,10.0,76.78,2024,10
HUL,Kick Sauber,HARD,37.0,9.0,76.914,2024,10
HUL,Kick Sauber,HARD,38.0,8.0,75.892,2024,10
HUL,Kick Sauber,HARD,39.0,8.0,75.688,2024,10
HUL,Kick Sauber,HARD,40.0,8.0,75.984,2024,10
HUL,Kick Sauber,HARD,41.0,8.0,76.016,2024,10
HUL,Kick Sauber,HARD,42.0,9.0,76.192,2024,10
HUL,Kick Sauber,HARD,43.0,9.0,76.24,2024,10
HUL,Kick Sauber,HARD,44.0,9.0,75.51,2024,10
HUL,Kick Sauber,HARD,45.0,9.0,75.54,2024,10
HUL,Kick Sauber,HARD,46.0,9.0,75.372,2024,10
HUL,Kick Sauber,HARD,47.0,9.0,101.808,2024,10
HUL,Kick Sauber,HARD,48.0,8.0,112.362,2024,10
HUL,Kick Sauber,HARD,49.0,8.0,99.18,2024,10
HUL,Kick Sauber,HARD,50.0,8.0,96.855,2024,10
HUL,Kick Sauber,HARD,51.0,8.0,88.571,2024,10
LAW,Racing Bulls,HARD,2.0,19.0,93.298,2024,10
LAW,Racing Bulls,HARD,3.0,19.0,79.524,2024,10
LAW,Racing Bulls,HARD,4.0,19.0,78.482,2024,10
LAW,Racing Bulls,HARD,5.0,19.0,78.602,2024,10
LAW,Racing Bulls,HARD,6.0,19.0,77.997,2024,10
LAW,Racing Bulls,HARD,7.0,19.0,77.679,2024,10
LAW,Racing Bulls,HARD,8.0,19.0,77.633,2024,10
LAW,Racing Bulls,HARD,9.0,19.0,77.517,2024,10
LAW,Racing Bulls,HARD,10.0,19.0,77.988,2024,10
LAW,Racing Bulls,HARD,11.0,19.0,77.352,2024,10
LAW,Racing Bulls,HARD,12.0,19.0,77.37,2024,10
LAW,Racing Bulls,HARD,13.0,19.0,77.681,2024,10
LAW,Racing Bulls,HARD,14.0,18.0,78.103,2024,10
LAW,Racing Bulls,HARD,15.0,17.0,78.304,2024,10
LAW,Racing Bulls,HARD,16.0,16.0,78.361,2024,10
LAW,Racing Bulls,HARD,17.0,16.0,78.208,2024,10
LAW,Racing Bulls,HARD,18.0,16.0,77.885,2024,10
LAW,Racing Bulls,HARD,19.0,15.0,77.707,2024,10
LAW,Racing Bulls,HARD,20.0,14.0,77.728,2024,10
LAW,Racing Bulls,HARD,21.0,15.0,78.791,2024,10
LAW,Racing Bulls,HARD,22.0,15.0,78.52,2024,10
LAW,Racing Bulls,HARD,23.0,15.0,78.026,2024,10
LAW,Racing Bulls,HARD,24.0,14.0,78.597,2024,10
LAW,Racing Bulls,HARD,25.0,13.0,77.608,2024,10
LAW,Racing Bulls,HARD,26.0,13.0,77.519,2024,10
LAW,Racing Bulls,HARD,27.0,13.0,77.54,2024,10
LAW,Racing Bulls,HARD,28.0,13.0,77.562,2024,10
LAW,Racing Bulls,HARD,29.0,13.0,77.643,2024,10
LAW,Racing Bulls,HARD,30.0,13.0,77.898,2024,10
LAW,Racing Bulls,HARD,31.0,13.0,77.605,2024,10
LAW,Racing Bulls,HARD,32.0,13.0,77.662,2024,10
LAW,Racing Bulls,HARD,33.0,13.0,77.729,2024,10
LAW,Racing Bulls,HARD,34.0,13.0,77.554,2024,10
LAW,Racing Bulls,HARD,35.0,13.0,77.77,2024,10
LAW,Racing Bulls,HARD,36.0,14.0,77.822,2024,10
LAW,Racing Bulls,HARD,37.0,14.0,77.75,2024,10
LAW,Racing Bulls,HARD,38.0,15.0,78.193,2024,10
LAW,Racing Bulls,HARD,39.0,20.0,93.99,2024,10
LAW,Racing Bulls,MEDIUM,1.0,20.0,80.771,2024,10
LAW,Racing Bulls,MEDIUM,2.0,20.0,77.791,2024,10
LAW,Racing Bulls,MEDIUM,3.0,20.0,76.991,2024,10
LAW,Racing Bulls,MEDIUM,4.0,20.0,77.227,2024,10
LAW,Racing Bulls,MEDIUM,5.0,20.0,77.327,2024,10
LAW,Racing Bulls,MEDIUM,6.0,20.0,77.706,2024,10
LAW,Racing Bulls,MEDIUM,7.0,20.0,77.228,2024,10
LAW,Racing Bulls,MEDIUM,8.0,20.0,78.625,2024,10
LAW,Racing Bulls,MEDIUM,9.0,19.0,77.648,2024,10
LAW,Racing Bulls,MEDIUM,10.0,19.0,77.299,2024,10
LAW,Racing Bulls,MEDIUM,11.0,19.0,77.481,2024,10
LAW,Racing Bulls,MEDIUM,12.0,19.0,76.333,2024,10
LAW,Racing Bulls,MEDIUM,13.0,18.0,76.436,2024,10
LAW,Racing Bulls,MEDIUM,14.0,18.0,76.32,2024,10
LAW,Racing Bulls,MEDIUM,15.0,18.0,77.891,2024,10
OCO,Haas F1 Team,HARD,1.0,14.0,90.156,2024,10
OCO,Haas F1 Team,HARD,2.0,14.0,79.243,2024,10
OCO,Haas F1 Team,HARD,3.0,14.0,78.014,2024,10
OCO,Haas F1 Team,HARD,4.0,14.0,77.581,2024,10
OCO,Haas F1 Team,HARD,5.0,14.0,77.493,2024,10
OCO,Haas F1 Team,HARD,6.0,14.0,77.359,2024,10
OCO,Haas F1 Team,HARD,7.0,14.0,77.41,2024,10
OCO,Haas F1 Team,HARD,8.0,14.0,77.497,2024,10
OCO,Haas F1 Team,HARD,9.0,14.0,77.41,2024,10
OCO,Haas F1 Team,HARD,10.0,14.0,77.279,2024,10
OCO,Haas F1 Team,HARD,11.0,14.0,77.729,2024,10
OCO,Haas F1 Team,HARD,12.0,14.0,78.295,2024,10
OCO,Haas F1 Team,HARD,13.0,12.0,78.764,2024,10
OCO,Haas F1 Team,HARD,14.0,11.0,77.905,2024,10
OCO,Haas F1 Team,HARD,15.0,10.0,77.964,2024,10
OCO,Haas F1 Team,HARD,16.0,9.0,77.697,2024,10
OCO,Haas F1 Team,HARD,17.0,9.0,77.731,2024,10
OCO,Haas F1 Team,HARD,18.0,9.0,77.582,2024,10
OCO,Haas F1 Team,HARD,19.0,7.0,77.725,2024,10
OCO,Haas F1 Team,HARD,20.0,8.0,78.235,2024,10
OCO,Haas F1 Team,HARD,21.0,8.0,77.502,2024,10
OCO,Haas F1 Team,HARD,22.0,8.0,77.156,2024,10
OCO,Haas F1 Team,HARD,23.0,8.0,77.011,2024,10
OCO,Haas F1 Team,HARD,24.0,8.0,77.125,2024,10
OCO,Haas F1 Team,HARD,25.0,8.0,77.237,2024,10
OCO,Haas F1 Team,HARD,26.0,8.0,77.616,2024,10
OCO,Haas F1 Team,HARD,27.0,8.0,77.34,2024,10
OCO,Haas F1 Team,HARD,28.0,8.0,77.299,2024,10
OCO,Haas F1 Team,HARD,29.0,8.0,77.284,2024,10
OCO,Haas F1 Team,HARD,30.0,8.0,77.331,2024,10
OCO,Haas F1 Team,HARD,31.0,8.0,77.179,2024,10
OCO,Haas F1 Team,HARD,32.0,8.0,77.239,2024,10
OCO,Haas F1 Team,HARD,33.0,8.0,77.201,2024,10
OCO,Haas F1 Team,HARD,34.0,8.0,77.419,2024,10
OCO,Haas F1 Team,HARD,35.0,8.0,77.34,2024,10
OCO,Haas F1 Team,HARD,36.0,8.0,77.152,2024,10
OCO,Haas F1 Team,HARD,37.0,9.0,77.79,2024,10
OCO,Haas F1 Team,HARD,38.0,9.0,77.917,2024,10
OCO,Haas F1 Team,HARD,39.0,9.0,77.035,2024,10
OCO,Haas F1 Team,HARD,40.0,9.0,76.969,2024,10
OCO,Haas F1 Team,HARD,41.0,9.0,76.905,2024,10
OCO,Haas F1 Team,HARD,42.0,9.0,76.995,2024,10
OCO,Haas F1 Team,HARD,43.0,9.0,76.739,2024,10
OCO,Haas F1 Team,HARD,44.0,9.0,76.88,2024,10
OCO,Haas F1 Team,HARD,45.0,9.0,76.69,2024,10
OCO,Haas F1 Team,HARD,46.0,9.0,76.821,2024,10
OCO,Haas F1 Team,HARD,47.0,9.0,76.84,2024,10
OCO,Haas F1 Team,HARD,48.0,9.0,77.256,2024,10
OCO,Haas F1 Team,HARD,49.0,9.0,76.677,2024,10
OCO,Haas F1 Team,HARD,50.0,8.0,76.832,2024,10
OCO,Haas F1 Team,HARD,51.0,8.0,76.614,2024,10
OCO,Haas F1 Team,HARD,52.0,8.0,76.384,2024,10
OCO,Haas F1 Team,HARD,53.0,8.0,76.477,2024,10
OCO,Haas F1 Team,HARD,54.0,8.0,76.426,2024,10
OCO,Haas F1 Team,HARD,55.0,8.0,76.586,2024,10
OCO,Haas F1 Team,HARD,56.0,8.0,76.51,2024,10
OCO,Haas F1 Team,HARD,57.0,10.0,93.711,2024,10
OCO,Haas F1 Team,MEDIUM,1.0,10.0,81.264,2024,10
OCO,Haas F1 Team,MEDIUM,2.0,10.0,75.185,2024,10
OCO,Haas F1 Team,MEDIUM,3.0,10.0,74.596,2024,10
OCO,Haas F1 Team,MEDIUM,4.0,10.0,74.593,2024,10
OCO,Haas F1 Team,MEDIUM,5.0,10.0,74.996,2024,10
OCO,Haas F1 Team,MEDIUM,6.0,10.0,74.982,2024,10
OCO,Haas F1 Team,MEDIUM,7.0,10.0,74.938,2024,10
OCO,Haas F1 Team,MEDIUM,8.0,10.0,74.782,2024,10
OCO,Haas F1 Team,MEDIUM,9.0,10.0,106.256,2024,10
OCO,Haas F1 Team,MEDIUM,10.0,9.0,117.088,2024,10
OCO,Haas F1 Team,MEDIUM,11.0,9.0,123.241,2024,10
OCO,Haas F1 Team,MEDIUM,12.0,9.0,125.686,2024,10
NOR,McLaren,HARD,1.0,7.0,85.741,2024,10
NOR,McLaren,HARD,2.0,7.0,77.686,2024,10
NOR,McLaren,HARD,3.0,7.0,77.355,2024,10
NOR,McLaren,HARD,4.0,7.0,77.066,2024,10
NOR,McLaren,HARD,5.0,7.0,76.896,2024,10
NOR,McLaren,HARD,6.0,7.0,76.657,2024,10
NOR,McLaren,HARD,7.0,7.0,76.666,2024,10
NOR,McLaren,HARD,8.0,7.0,76.488,2024,10
NOR,McLaren,HARD,9.0,7.0,76.704,2024,10
NOR,McLaren,HARD,10.0,7.0,76.778,2024,10
NOR,McLaren,HARD,11.0,6.0,77.282,2024,10
NOR,McLaren,HARD,12.0,5.0,76.711,2024,10
NOR,McLaren,HARD,13.0,4.0,76.376,2024,10
NOR,McLaren,HARD,14.0,3.0,76.457,2024,10
NOR,McLaren,HARD,15.0,2.0,77.096,2024,10
NOR,McLaren,HARD,16.0,1.0,76.587,2024,10
NOR,McLaren,HARD,17.0,1.0,76.28,2024,10
NOR,McLaren,HARD,18.0,1.0,76.185,2024,10
NOR,McLaren,HARD,19.0,1.0,76.3,2024,10
NOR,McLaren,HARD,20.0,1.0,76.368,2024,10
NOR,McLaren,HARD,21.0,1.0,76.186,2024,10
NOR,McLaren,HARD,22.0,1.0,76.336,2024,10
NOR,McLaren,HARD,23.0,1.0,76.141,2024,10
NOR,McLaren,HARD,24.0,1.0,76.158,2024,10
NOR,McLaren,HARD,25.0,1.0,76.465,2024,10
NOR,McLaren,HARD,26.0,1.0,76.354,2024,10
NOR,McLaren,HARD,27.0,1.0,76.321,2024,10
NOR,McLaren,HARD,28.0,1.0,76.184,2024,10
NOR,McLaren,HARD,29.0,5.0,92.211,2024,10
NOR,McLaren,MEDIUM,1.0,5.0,78.172,2024,10
NOR,McLaren,MEDIUM,2.0,5.0,75.255,2024,10
NOR,McLaren,MEDIUM,3.0,5.0,75.277,2024,10
NOR,McLaren,MEDIUM,4.0,5.0,75.185,2024,10
NOR,McLaren,MEDIUM,5.0,5.0,75.002,2024,10
NOR,McLaren,MEDIUM,6.0,5.0,74.966,2024,10
NOR,McLaren,MEDIUM,7.0,5.0,75.213,2024,10
NOR,McLaren,MEDIUM,8.0,4.0,75.248,2024,10
NOR,McLaren,MEDIUM,9.0,3.0,75.163,2024,10
NOR,McLaren,MEDIUM,10.0,3.0,74.725,2024,10
NOR,McLaren,MEDIUM,11.0,3.0,74.839,2024,10
NOR,McLaren,MEDIUM,12.0,3.0,75.115,2024,10
NOR,McLaren,MEDIUM,13.0,2.0,75.027,2024,10
NOR,McLaren,MEDIUM,14.0,2.0,75.297,2024,10
NOR,McLaren,MEDIUM,15.0,2.0,75.761,2024,10
NOR,McLaren,MEDIUM,16.0,1.0,75.608,2024,10
NOR,McLaren,MEDIUM,17.0,1.0,75.505,2024,10
NOR,McLaren,MEDIUM,18.0,6.0,91.61,2024,10
NOR,McLaren,HARD,1.0,6.0,77.984,2024,10
NOR,McLaren,HARD,2.0,6.0,74.832,2024,10
NOR,McLaren,HARD,3.0,6.0,74.494,2024,10
NOR,McLaren,HARD,4.0,6.0,74.313,2024,10
NOR,McLaren,HARD,5.0,6.0,74.681,2024,10
NOR,McLaren,HARD,6.0,5.0,74.375,2024,10
NOR,McLaren,HARD,7.0,5.0,74.341,2024,10
NOR,McLaren,HARD,8.0,5.0,74.239,2024,10
NOR,McLaren,HARD,9.0,5.0,74.617,2024,10
NOR,McLaren,HARD,10.0,5.0,74.39,2024,10
NOR,McLaren,HARD,11.0,5.0,74.665,2024,10
NOR,McLaren,HARD,12.0,5.0,74.524,2024,10
NOR,McLaren,HARD,13.0,5.0,74.3,2024,10
NOR,McLaren,HARD,14.0,5.0,74.251,2024,10
NOR,McLaren,HARD,15.0,5.0,74.301,2024,10
NOR,McLaren,HARD,16.0,5.0,74.419,2024,10
NOR,McLaren,HARD,17.0,5.0,74.285,2024,10
NOR,McLaren,HARD,18.0,5.0,74.229,2024,10
NOR,McLaren,HARD,19.0,5.0,75.227,2024,10
COL,Alpine,MEDIUM,6.0,10.0,88.837,2024,10
COL,Alpine,MEDIUM,7.0,10.0,78.477,2024,10
COL,Alpine,MEDIUM,8.0,10.0,77.7,2024,10
COL,Alpine,MEDIUM,9.0,10.0,77.551,2024,10
COL,Alpine,MEDIUM,10.0,10.0,77.306,2024,10
COL,Alpine,MEDIUM,11.0,10.0,77.402,2024,10
COL,Alpine,MEDIUM,12.0,10.0,77.446,2024,10
COL,Alpine,MEDIUM,13.0,10.0,77.262,2024,10
COL,Alpine,MEDIUM,14.0,10.0,77.405,2024,10
COL,Alpine,MEDIUM,15.0,10.0,77.636,2024,10
COL,Alpine,MEDIUM,16.0,10.0,77.653,2024,10
COL,Alpine,MEDIUM,17.0,10.0,78.21,2024,10
COL,Alpine,MEDIUM,18.0,10.0,77.88,2024,10
COL,Alpine,MEDIUM,19.0,19.0,95.104,2024,10
COL,Alpine,HARD,1.0,19.0,80.79,2024,10
COL,Alpine,HARD,2.0,19.0,77.702,2024,10
COL,Alpine,HARD,3.0,19.0,77.456,2024,10
COL,Alpine,HARD,4.0,18.0,77.359,2024,10
COL,Alpine,HARD,5.0,18.0,77.159,2024,10
COL,Alpine,HARD,6.0,18.0,77.504,2024,10
COL,Alpine,HARD,7.0,18.0,77.444,2024,10
COL,Alpine,HARD,8.0,18.0,77.75,2024,10
COL,Alpine,HARD,9.0,17.0,77.622,2024,10
COL,Alpine,HARD,10.0,16.0,77.52,2024,10
COL,Alpine,HARD,11.0,16.0,77.108,2024,10
COL,Alpine,HARD,12.0,16.0,77.397,2024,10
COL,Alpine,HARD,13.0,16.0,77.317,2024,10
COL,Alpine,HARD,14.0,16.0,77.179,2024,10
COL,Alpine,HARD,15.0,16.0,77.214,2024,10
COL,Alpine,HARD,16.0,16.0,76.97,2024,10
COL,Alpine,HARD,17.0,16.0,76.762,2024,10
COL,Alpine,HARD,18.0,16.0,77.577,2024,10
COL,Alpine,HARD,19.0,16.0,77.666,2024,10
COL,Alpine,HARD,20.0,16.0,77.45,2024,10
COL,Alpine,HARD,21.0,15.0,77.548,2024,10
COL,Alpine,HARD,22.0,15.0,77.077,2024,10
COL,Alpine,HARD,23.0,14.0,77.138,2024,10
COL,Alpine,HARD,24.0,14.0,78.0,2024,10
COL,Alpine,HARD,25.0,14.0,76.225,2024,10
COL,Alpine,HARD,26.0,14.0,77.134,2024,10
COL,Alpine,HARD,27.0,14.0,77.67,2024,10
COL,Alpine,HARD,28.0,14.0,77.146,2024,10
COL,Alpine,HARD,29.0,14.0,77.985,2024,10
COL,Alpine,HARD,30.0,14.0,77.026,2024,10
COL,Alpine,HARD,31.0,14.0,77.045,2024,10
COL,Alpine,HARD,32.0,14.0,76.779,2024,10
COL,Alpine,HARD,33.0,14.0,76.831,2024,10
COL,Alpine,HARD,34.0,14.0,77.34,2024,10
COL,Alpine,HARD,35.0,13.0,77.52,2024,10
COL,Alpine,HARD,36.0,13.0,76.919,2024,10
COL,Alpine,HARD,37.0,13.0,76.484,2024,10
COL,Alpine,HARD,38.0,13.0,76.366,2024,10
COL,Alpine,HARD,39.0,13.0,76.076,2024,10
COL,Alpine,HARD,40.0,13.0,76.269,2024,10
COL,Alpine,HARD,41.0,13.0,76.84,2024,10
COL,Alpine,HARD,42.0,12.0,78.526,2024,10
COL,Alpine,HARD,43.0,12.0,79.271,2024,10
COL,Alpine,HARD,44.0,12.0,77.998,2024,10
COL,Alpine,HARD,45.0,13.0,78.745,2024,10
COL,Alpine,HARD,46.0,13.0,77.161,2024,10
COL,Alpine,HARD,47.0,13.0,76.617,2024,10
COL,Alpine,HARD,48.0,13.0,78.147,2024,10
COL,Alpine,HARD,49.0,13.0,76.622,2024,10
COL,Alpine,HARD,50.0,14.0,76.826,2024,10
COL,Alpine,HARD,51.0,14.0,76.279,2024,10
COL,Alpine,HARD,52.0,14.0,114.74,2024,10
COL,Alpine,HARD,53.0,13.0,116.92,2024,10
COL,Alpine,HARD,54.0,13.0,105.834,2024,10
COL,Alpine,HARD,55.0,13.0,121.787,2024,10
HAM,Ferrari,MEDIUM,1.0,5.0,84.695,2024,10
HAM,Ferrari,MEDIUM,2.0,5.0,77.32,2024,10
HAM,Ferrari,MEDIUM,3.0,5.0,76.867,2024,10
HAM,Ferrari,MEDIUM,4.0,5.0,76.982,2024,10
HAM,Ferrari,MEDIUM,5.0,5.0,76.507,2024,10
HAM,Ferrari,MEDIUM,6.0,5.0,76.506,2024,10
HAM,Ferrari,MEDIUM,7.0,5.0,76.498,2024,10
HAM,Ferrari,MEDIUM,8.0,5.0,76.433,2024,10
HAM,Ferrari,MEDIUM,9.0,5.0,76.657,2024,10
HAM,Ferrari,MEDIUM,10.0,5.0,76.71,2024,10
HAM,Ferrari,MEDIUM,11.0,5.0,76.726,2024,10
HAM,Ferrari,MEDIUM,12.0,4.0,77.339,2024,10
HAM,Ferrari,MEDIUM,13.0,3.0,77.208,2024,10
HAM,Ferrari,MEDIUM,14.0,2.0,77.486,2024,10
HAM,Ferrari,MEDIUM,15.0,9.0,94.965,2024,10
HAM,Ferrari,HARD,1.0,10.0,80.186,2024,10
HAM,Ferrari,HARD,2.0,10.0,77.56,2024,10
HAM,Ferrari,HARD,3.0,10.0,76.858,2024,10
HAM,Ferrari,HARD,4.0,9.0,78.007,2024,10
HAM,Ferrari,HARD,5.0,7.0,77.105,2024,10
HAM,Ferrari,HARD,6.0,7.0,76.648,2024,10
HAM,Ferrari,HARD,7.0,7.0,76.598,2024,10
HAM,Ferrari,HARD,8.0,7.0,76.429,2024,10
HAM,Ferrari,HARD,9.0,7.0,76.215,2024,10
HAM,Ferrari,HARD,10.0,7.0,76.589,2024,10
HAM,Ferrari,HARD,11.0,7.0,76.229,2024,10
HAM,Ferrari,HARD,12.0,7.0,75.883,2024,10
HAM,Ferrari,HARD,13.0,7.0,76.129,2024,10
HAM,Ferrari,HARD,14.0,7.0,76.217,2024,10
HAM,Ferrari,HARD,15.0,7.0,76.263,2024,10
HAM,Ferrari,HARD,16.0,7.0,76.185,2024,10
HAM,Ferrari,HARD,17.0,7.0,75.803,2024,10
HAM,Ferrari,HARD,18.0,7.0,75.877,2024,10
HAM,Ferrari,HARD,19.0,7.0,75.872,2024,10
HAM,Ferrari,HARD,20.0,7.0,75.828,2024,10
HAM,Ferrari,HARD,21.0,7.0,75.951,2024,10
HAM,Ferrari,HARD,22.0,7.0,76.027,2024,10
HAM,Ferrari,HARD,23.0,7.0,75.748,2024,10
HAM,Ferrari,HARD,24.0,7.0,75.997,2024,10
HAM,Ferrari,HARD,25.0,7.0,76.08,2024,10
HAM,Ferrari,HARD,26.0,7.0,76.223,2024,10
HAM,Ferrari,HARD,27.0,7.0,76.591,2024,10
HAM,Ferrari,HARD,28.0,7.0,76.582,2024,10
HAM,Ferrari,HARD,29.0,7.0,76.789,2024,10
HAM,Ferrari,HARD,30.0,7.0,92.121,2024,10
HAM,Ferrari,HARD,1.0,7.0,78.649,2024,10
HAM,Ferrari,HARD,2.0,7.0,75.728,2024,10
HAM,Ferrari,HARD,3.0,7.0,76.825,2024,10
HAM,Ferrari,HARD,4.0,7.0,75.688,2024,10
HAM,Ferrari,HARD,5.0,7.0,75.536,2024,10
HAM,Ferrari,HARD,6.0,7.0,75.707,2024,10
HAM,Ferrari,HARD,7.0,7.0,75.668,2024,10
HAM,Ferrari,HARD,8.0,7.0,75.296,2024,10
HAM,Ferrari,HARD,9.0,7.0,75.417,2024,10
HAM,Ferrari,HARD,10.0,7.0,74.981,2024,10
HAM,Ferrari,HARD,11.0,7.0,75.068,2024,10
HAM,Ferrari,HARD,12.0,7.0,75.409,2024,10
HAM,Ferrari,HARD,13.0,7.0,75.167,2024,10
HAM,Ferrari,HARD,14.0,7.0,75.269,2024,10
HAM,Ferrari,HARD,15.0,7.0,75.227,2024,10
HAM,Ferrari,HARD,16.0,7.0,75.928,2024,10
HAM,Ferrari,HARD,17.0,7.0,74.961,2024,10
HAM,Ferrari,HARD,18.0,7.0,75.173,2024,10
HAM,Ferrari,HARD,19.0,7.0,74.805,2024,10
HAM,Ferrari,HARD,20.0,7.0,75.179,2024,10
HAM,Ferrari,HARD,21.0,7.0,82.408,2024,10
HAM,Ferrari,HARD,22.0,6.0,115.724,2024,10
HAM,Ferrari,HARD,23.0,6.0,110.618,2024,10
HAM,Ferrari,HARD,24.0,6.0,97.731,2024,10
HAM,Ferrari,HARD,25.0,6.0,115.75,2024,10
BOR,Kick Sauber,HARD,1.0,15.0,90.643,2024,10
BOR,Kick Sauber,HARD,2.0,15.0,79.187,2024,10
BOR,Kick Sauber,HARD,3.0,15.0,78.174,2024,10
BOR,Kick Sauber,HARD,4.0,15.0,77.507,2024,10
BOR,Kick Sauber,HARD,5.0,15.0,77.589,2024,10
BOR,Kick Sauber,HARD,6.0,15.0,77.249,2024,10
BOR,Kick Sauber,HARD,7.0,15.0,77.551,2024,10
BOR,Kick Sauber,HARD,8.0,15.0,77.572,2024,10
BOR,Kick Sauber,HARD,9.0,15.0,77.463,2024,10
BOR,Kick Sauber,HARD,10.0,15.0,77.191,2024,10
BOR,Kick Sauber,HARD,11.0,15.0,77.59,2024,10
BOR,Kick Sauber,HARD,12.0,15.0,78.232,2024,10
BOR,Kick Sauber,HARD,13.0,14.0,79.602,2024,10
BOR,Kick Sauber,HARD,14.0,13.0,78.195,2024,10
BOR,Kick Sauber,HARD,15.0,12.0,78.078,2024,10
BOR,Kick Sauber,HARD,16.0,14.0,79.725,2024,10
BOR,Kick Sauber,HARD,17.0,14.0,78.198,2024,10
BOR,Kick Sauber,HARD,18.0,13.0,78.191,2024,10
BOR,Kick Sauber,HARD,19.0,12.0,78.025,2024,10
BOR,Kick Sauber,HARD,20.0,12.0,77.625,2024,10
BOR,Kick Sauber,HARD,21.0,12.0,78.231,2024,10
BOR,Kick Sauber,HARD,22.0,11.0,77.867,2024,10
BOR,Kick Sauber,HARD,23.0,12.0,78.135,2024,10
BOR,Kick Sauber,HARD,24.0,12.0,78.433,2024,10
BOR,Kick Sauber,HARD,25.0,12.0,78.116,2024,10
BOR,Kick Sauber,HARD,26.0,12.0,77.937,2024,10
BOR,Kick Sauber,HARD,27.0,12.0,77.875,2024,10
BOR,Kick Sauber,HARD,28.0,12.0,77.602,2024,10
BOR,Kick Sauber,HARD,29.0,12.0,77.789,2024,10
BOR,Kick Sauber,HARD,30.0,12.0,77.53,2024,10
BOR,Kick Sauber,HARD,31.0,12.0,77.545,2024,10
BOR,Kick Sauber,HARD,32.0,12.0,77.701,2024,10
